,YOB,Income,Lon,Lat,Apl_Year,gender,Accepted
68,1977.3323133445465,4466,-81,23,2017,1,True
69,1973.8710610310347,8735,-100,30,2017,1,False
70,1972.944065141395,5448,-85,31,2016,1,True
71,1971.1804905666443,2707,-100,20,2018,0,True
72,1982.765553588185,5348,-98,43,2017,0,False
73,1975.787912640663,1532,-98,35,2018,1,True
74,1967.561330813613,1146,-96,27,2018,1,True
75,1989.1718991464836,7737,-96,43,2018,0,False
76,1984.620559878941,9446,-85,20,2016,1,False
77,1974.0861965848414,3802,-84,35,2017,0,True
78,1975.3050584848324,4041,-96,24,2018,0,True
79,1971.8825274026012,5300,-85,27,2017,0,True
80,1964.5765638186344,7081,-81,30,2016,1,False
81,1974.3195037078733,7174,-89,23,2016,0,False
82,1965.3815017090246,4189,-89,30,2018,1,True
83,1979.3782093914438,7298,-100,30,2018,0,False
84,1966.0468671094925,8543,-100,43,2018,0,False
85,1983.3503792083802,2367,-91,42,2017,0,True
86,1964.8402891568028,8924,-92,43,2016,1,False
87,1978.4438074143468,8576,-96,42,2018,0,False
88,1980.8986204494813,4043,-91,27,2017,1,True
89,1965.083567114749,1758,-98,31,2018,1,True
90,1979.5042579425847,9870,-82,23,2017,1,False
91,1972.3904864186459,4464,-84,20,2018,0,True
92,1986.4088951631595,1798,-100,22,2017,1,True
93,1975.6960379024883,9901,-96,43,2018,1,False
94,1992.6802981053395,9185,-84,22,2017,1,False
95,1956.849137982874,3498,-98,22,2018,1,True
96,1965.9056581240345,7425,-84,20,2018,1,False
97,1989.2891332784714,8251,-96,20,2018,1,False
98,1974.1670717376762,5673,-98,31,2016,0,False
99,1965.6192925799387,6541,-89,24,2017,0,False
100,1980.7829754396078,4513,-81,24,2018,1,True
101,1970.8790014636463,1909,-81,42,2017,0,True
102,1987.3729021417785,9173,-84,20,2016,0,False
103,1988.4106705036,1982,-81,30,2017,1,True
104,1983.1130671260348,6664,-96,30,2018,1,False
105,1986.242073702605,2323,-100,31,2017,0,True
106,1979.9234580106215,3268,-92,27,2016,0,True
107,1989.4309373656545,8637,-85,35,2016,0,False
108,1980.541735732047,3531,-81,23,2016,1,True
109,1962.770285129527,9578,-82,20,2016,0,False
110,1973.8528825731069,7356,-85,43,2017,0,False
111,1978.9730499704897,4220,-81,42,2018,1,True
112,1983.6884746577032,6057,-85,43,2017,0,True
113,1986.3200489243593,1095,-98,23,2017,0,True
114,1980.1420832173299,5880,-91,42,2017,1,False
115,1980.5820425297698,1662,-100,27,2016,1,True
116,1971.0422879074504,1615,-96,43,2016,0,True
117,1976.2822262155391,3315,-82,43,2018,0,True
118,1955.0753941731816,1931,-91,35,2017,0,True
119,1959.5862865623735,6129,-89,31,2017,1,True
120,1973.0432995950175,8052,-85,42,2017,1,False
121,1966.8924235707786,4503,-84,24,2016,0,False
122,1979.1146955265792,5328,-91,22,2017,1,True
123,1978.1108669943826,4989,-85,22,2017,0,False
124,1983.622988989665,3648,-84,22,2018,0,True
125,1963.5505285778274,2788,-84,42,2017,1,True
126,1973.6977818870917,1671,-91,20,2016,0,True
127,1986.7475084572961,3951,-89,30,2017,1,True
128,1968.4375256411988,7219,-100,20,2017,1,False
129,1960.0746044925897,4132,-100,24,2017,1,True
130,1982.3075687462417,9973,-89,22,2016,0,False
131,1959.7088459782888,5951,-89,31,2018,0,True
132,1962.4105433299803,8435,-92,22,2018,1,False
133,1968.5272703656153,3670,-85,23,2017,1,False
134,1963.1871828754065,7222,-98,35,2016,1,False
135,1966.5907690655374,2994,-85,20,2016,0,True
136,1972.8534997851218,1358,-89,31,2017,0,True
137,1959.2855597674384,2354,-98,24,2016,1,True
138,1960.3690031608191,4264,-91,30,2016,0,True
139,1979.786639107839,9500,-81,24,2017,0,False
140,1975.5664682125812,8196,-100,20,2016,0,False
141,1971.7991915904474,6405,-96,20,2016,1,True
142,1956.786450621312,6058,-82,42,2017,1,True
143,1956.114503707879,5146,-84,20,2018,1,True
144,1959.6402101571957,6784,-92,42,2017,1,True
145,1976.24389697709,3009,-82,42,2018,1,True
146,2016.9119602381397,7095,-96,22,2018,0,True
147,1964.311082286521,2842,-82,35,2017,0,True
148,1976.1413568961107,3664,-81,30,2017,1,True
149,1971.8841482552352,2316,-89,20,2018,0,True
150,1970.9977369221394,6008,-82,24,2018,1,False
151,1971.764987916511,4855,-85,27,2017,1,True
152,1980.7446269497534,2421,-81,22,2018,1,True
153,1981.254557555436,2040,-82,31,2017,0,True
154,1967.6013147019048,1986,-100,42,2016,1,True
155,2003.9302991681982,3913,-100,20,2018,1,True
156,1990.7183793581942,5058,-85,23,2018,0,True
157,1988.4006294572841,4445,-91,35,2017,0,True
158,1973.9785576101833,8535,-81,30,2016,1,False
159,1977.179616329364,5822,-92,35,2017,0,False
160,1965.810795318881,8178,-82,43,2018,0,False
161,1994.7835064227056,1935,-96,42,2018,0,True
162,1964.8066400642808,1144,-98,22,2017,1,True
163,1974.257445125518,1177,-82,43,2016,1,True
164,1978.2676277802223,7587,-84,42,2017,1,False
165,1959.0832777530006,6801,-100,22,2017,0,True
166,1999.2839596016665,2161,-81,23,2016,0,True
167,1985.768937533882,4023,-82,30,2018,1,True
168,1978.1425320816293,8811,-98,27,2017,1,False
169,1977.6761368420805,3613,-91,31,2016,0,True
170,1967.5676996716547,2017,-91,43,2016,0,True
171,1974.0240979512998,5148,-85,22,2018,0,True
172,1980.4926011665546,4845,-98,22,2016,1,True
173,1980.5509901764274,9576,-100,23,2016,1,False
174,1973.1256925951939,3131,-92,22,2017,1,True
175,1985.0172381882091,9545,-92,35,2017,1,False
176,1970.9688767617008,5941,-92,27,2017,0,False
177,1970.0797397967458,3275,-84,35,2017,1,True
178,1980.4680866978463,4054,-84,43,2016,0,True
179,1971.6447048234052,2922,-98,20,2016,1,True
180,1984.830942659565,6753,-100,27,2018,1,True
181,1961.229117726799,2535,-92,24,2018,1,True
182,1968.3631176879596,6601,-91,27,2016,1,False
183,1986.709230614173,8415,-82,43,2017,0,False
184,1969.275530993891,1670,-84,42,2016,0,True
185,1971.8647660752808,7963,-100,42,2017,0,False
186,1983.6773115548424,8969,-98,24,2016,1,False
187,1993.4329252574673,5640,-81,22,2017,0,False
188,1975.1255098294926,5020,-96,23,2018,1,True
189,1984.8829284312053,1242,-81,27,2016,0,True
190,1960.3832159195465,3620,-91,43,2018,1,True
191,1970.2650879400285,4613,-98,20,2017,0,False
192,1978.6016067764665,4392,-96,30,2017,1,True
193,1981.6453942914595,1055,-91,30,2016,0,True
194,1980.980559119113,6015,-84,31,2018,0,False
195,1967.1498874694933,3495,-96,43,2016,1,True
196,1976.5859516775172,1138,-84,27,2017,0,True
197,1978.5922706432677,8184,-84,31,2018,0,False
198,1972.806332602154,4906,-84,35,2017,1,True
199,1961.7777693347318,1588,-91,20,2016,0,True
200,1985.3048683729357,2762,-91,24,2018,1,True
201,1959.0460121451126,5388,-89,43,2017,0,True
202,1990.7956351497533,6910,-84,43,2016,1,False
203,1978.9274423948925,9088,-96,27,2016,0,False
204,1971.5385024297395,8622,-92,35,2017,0,False
205,1976.3637645722667,1402,-91,27,2017,0,True
206,1982.445490719569,5373,-98,20,2016,0,False
207,1949.88041032619,5955,-91,31,2017,0,True
208,1972.7441298531855,2419,-92,30,2018,0,True
209,1963.78709355751,5449,-84,23,2016,1,True
210,1988.785140899001,7679,-81,23,2016,1,False
211,1958.453128971108,3723,-82,35,2016,1,True
212,1967.0962408884234,1025,-96,20,2016,1,True
213,1970.707967053069,3284,-82,27,2017,0,True
214,1972.308079022429,7897,-82,30,2017,0,False
215,1984.8675838724384,2584,-91,42,2016,0,True
216,1989.7044614726299,9761,-96,22,2016,1,False
217,1964.2757754082493,8480,-85,24,2018,0,False
218,1970.9797754952824,1135,-100,22,2017,0,True
219,1965.1619368250997,2507,-82,24,2016,1,True
220,1984.070094115765,3525,-92,24,2016,0,True
221,1964.4207714754225,6299,-92,23,2016,0,False
222,1982.6503087373362,4442,-100,20,2017,0,True
223,1979.142415822306,7222,-92,23,2018,0,False
224,1947.211890255099,6177,-85,43,2018,0,True
225,1975.3905397847009,3741,-89,30,2017,0,False
226,1974.9462451439908,7219,-98,35,2018,1,False
227,1976.7872967212747,6216,-81,27,2016,1,False
228,1978.9835894731707,3593,-100,27,2016,0,True
229,1988.63964321373,8602,-89,35,2017,0,False
230,1960.1757884635228,8338,-84,31,2016,1,False
231,1992.7034045085375,2917,-82,35,2016,1,True
232,1976.241676662899,3282,-81,30,2018,0,True
233,1986.0288803915078,2345,-91,31,2017,1,True
234,1984.832604096712,3516,-91,31,2018,1,True
235,1968.3516994747338,8080,-100,27,2018,0,False
236,1982.1854678962777,9532,-82,30,2018,0,False
237,1962.1734566062537,6218,-82,23,2017,0,False
238,1976.0836500522253,8224,-100,30,2017,1,False
239,1966.7835118592009,6911,-84,35,2017,1,False
240,1987.351155140578,8227,-89,23,2016,0,False
241,1961.9205518455592,9353,-92,43,2018,0,False
242,1968.3679224518141,2964,-92,35,2016,1,True
243,1980.7257486048686,8857,-92,42,2017,1,False
244,1980.5670909979176,1289,-98,23,2018,1,True
245,1967.1412312251493,4201,-89,42,2018,0,False
246,1958.0522913991415,5331,-98,42,2016,1,True
247,1977.7279473068168,4849,-96,24,2016,0,False
248,1960.9425883746076,2555,-98,23,2018,0,True
249,1952.0775451200843,6811,-96,43,2016,0,True
250,1976.339913407439,2187,-82,31,2018,0,True
251,1970.3674620834727,3102,-89,20,2016,0,True
252,1982.6238794542296,1516,-89,22,2017,0,True
253,1985.205421858734,8462,-85,24,2017,1,False
254,1957.9368357406845,3615,-82,42,2017,0,True
255,1979.9076709758554,7426,-98,23,2017,0,False
256,1987.2793835986288,3510,-84,43,2017,1,True
257,1956.6306811497752,4671,-98,35,2018,0,True
258,1970.6665438639689,8556,-100,20,2016,0,False
259,1981.994180799657,6053,-100,27,2018,0,False
260,1980.8524870372355,2314,-96,22,2017,1,True
261,1969.1257803941517,2226,-82,20,2017,1,True
262,1986.7410430894395,4351,-92,20,2018,0,True
263,1968.1773493853104,7522,-82,20,2016,0,False
264,1982.8202149684296,4999,-98,23,2016,1,True
265,1973.297441686548,6092,-81,20,2018,0,False
266,1959.1594333179462,9260,-92,35,2018,1,False
267,1966.100588969239,8655,-89,31,2018,1,False
268,1960.7867208101122,7681,-91,27,2016,0,False
269,1942.076382528892,7180,-81,22,2017,1,True
270,1991.6858486416952,4361,-98,27,2016,0,False
271,1972.904207066858,5476,-81,31,2018,1,True
272,1969.4508755096863,9846,-100,42,2018,0,False
273,1972.3576636191797,9730,-100,30,2018,1,False
274,1968.2337089708444,6851,-98,24,2018,0,False
275,1963.5107570317666,4027,-82,43,2016,0,True
276,1962.8317020515076,7775,-85,24,2018,1,False
277,1997.8478060324453,2279,-85,20,2016,0,True
278,1966.3363889808722,9500,-89,24,2018,0,False
279,1975.323970255384,6102,-85,31,2016,0,False
280,1993.2160070495754,9106,-91,23,2018,0,False
281,1978.2797122093996,6416,-85,23,2017,0,False
282,1977.9150694323203,5525,-82,30,2017,0,True
283,1963.2962133750245,4220,-84,27,2016,1,True
284,1972.3645602163206,8821,-100,42,2016,0,False
285,1964.3237967726288,2984,-84,43,2018,0,True
286,1979.8063456858165,6036,-92,20,2018,1,False
287,1979.0829184577692,6267,-85,24,2017,0,False
288,1965.0919942565386,2025,-91,20,2017,1,True
289,1965.535654969841,1416,-89,43,2018,1,True
290,1996.8899241171296,6460,-82,31,2018,1,True
291,1981.4433634364389,6319,-85,22,2016,1,True
292,1972.9190080607952,7268,-98,30,2018,0,False
293,1972.2656943490479,5995,-84,20,2017,1,True
294,1978.5365617508505,6960,-100,23,2018,1,False
295,1981.608495998108,2023,-81,22,2017,0,True
296,1976.4436403307166,9876,-100,35,2018,1,False
297,1975.0331621886048,4314,-84,30,2018,1,True
298,1974.4968322312138,2652,-98,23,2017,1,True
299,1981.639365827458,8585,-96,24,2016,0,False
300,1968.6233938665368,7025,-89,24,2017,0,False
301,1977.628418120496,5714,-81,43,2017,1,True
302,2003.1508250039074,4428,-91,27,2016,0,False
303,1984.6987073337027,2637,-98,23,2018,0,True
304,1967.2863261392044,4128,-96,23,2016,0,False
305,1970.8816320506714,9778,-81,30,2018,1,False
306,1970.12722542317,3904,-85,35,2018,1,True
307,1970.7962878034234,8332,-98,22,2016,0,False
308,1969.1881210355807,3977,-84,42,2016,0,False
309,1963.1709798915224,7798,-81,30,2017,0,False
310,1976.8277118646427,6918,-84,35,2016,1,False
311,1972.511501064043,2216,-98,43,2018,0,True
312,1978.658677108144,7169,-92,27,2016,0,False
313,1974.7982026212705,6374,-92,27,2018,1,False
314,1986.269890374423,9947,-96,30,2018,0,False
315,1990.238258398826,5366,-100,22,2016,1,True
316,1984.72885051992,4536,-92,23,2017,0,False
317,1974.7216244051428,7732,-84,22,2018,1,False
318,1978.220594313177,7256,-82,24,2016,1,False
319,1967.4162795375805,3756,-81,22,2018,1,True
320,1989.9138566585098,4707,-84,31,2017,1,True
321,1968.807756127214,8017,-89,22,2018,1,False
322,1982.313190783097,8717,-100,22,2017,0,False
323,1980.912445352476,6943,-100,20,2017,0,False
324,1976.81854022085,2042,-98,22,2017,1,True
325,1971.0154206069901,7965,-100,27,2018,0,False
326,1982.967763249979,2862,-84,20,2016,0,True
327,1983.2745821887654,6911,-96,30,2017,1,False
328,1979.8109712226749,1115,-91,23,2018,1,True
329,1986.211112350378,3074,-81,22,2016,1,True
330,1985.8195964387046,7164,-100,43,2017,0,False
331,1981.2510494957398,3006,-100,20,2016,1,True
332,1963.2046215263224,1514,-100,42,2016,0,True
333,1972.0196542800807,1974,-92,27,2017,1,True
334,1994.593229110732,8032,-92,23,2018,0,False
335,1965.1746702321886,3196,-100,22,2016,0,False
336,1986.7419566077874,6771,-98,27,2017,1,False
337,1970.4710128898096,5231,-96,42,2017,1,True
338,1980.7126415111838,7904,-96,35,2017,1,False
339,1990.4290617635436,5857,-92,42,2017,1,False
340,1980.006122240758,9533,-82,20,2017,1,False
341,1985.3938498408043,4548,-91,30,2017,1,True
342,1967.8172548753937,1670,-96,23,2017,0,True
343,1976.258374579842,1806,-84,24,2018,0,True
344,1968.4348396059543,4407,-84,27,2017,0,False
345,1970.3944986471452,1218,-89,43,2017,0,True
346,1989.685960656246,4866,-85,30,2017,1,True
347,1974.9945299600442,1432,-92,31,2017,1,True
348,1958.736171797231,1116,-82,42,2016,0,True
349,1970.1926688349597,7350,-84,43,2016,1,False
350,1969.7672133573835,6292,-82,24,2016,1,False
351,1958.345992190143,7691,-96,24,2017,1,True
352,1963.4161901143843,8661,-81,35,2018,1,False
353,1958.7568424261785,3783,-89,43,2017,0,True
354,1987.4711806041335,7326,-81,42,2018,0,False
355,1989.695785601346,5826,-98,22,2017,1,True
356,1958.654659155649,4051,-81,23,2018,0,True
357,1968.20076634029,6052,-82,23,2017,0,False
358,1979.0770964784033,6276,-92,24,2017,1,True
359,1985.5149026276006,9993,-98,24,2016,0,False
360,1963.9784640789926,3299,-98,31,2017,0,False
361,1982.0995662152604,7442,-84,35,2017,1,False
362,1972.984282779141,4576,-92,24,2017,1,True
363,1963.7282039484771,1043,-81,42,2018,0,True
364,1968.1748887435351,9072,-98,24,2017,1,False
365,1974.0361704006218,4811,-85,35,2016,0,True
366,1983.2863886866865,4921,-89,30,2017,0,True
367,1966.5576835181032,4767,-85,23,2016,1,True
368,1974.2604264177187,9531,-82,42,2017,0,False
369,1976.5389756440147,1217,-96,43,2016,0,True
370,1971.0881603562557,9883,-84,30,2018,1,False
371,1986.7154431353765,10000,-89,30,2016,1,False
372,1956.980328280055,5257,-82,35,2016,1,True
373,1971.971049352312,5779,-92,43,2016,0,False
374,1958.8422192359774,2271,-96,43,2016,1,True
375,1965.9363586271584,6176,-91,30,2016,1,False
376,1967.2581678040783,9408,-89,24,2018,1,False
377,1964.8511944085208,7891,-98,30,2018,1,False
378,1972.0056346205104,3550,-96,27,2016,0,True
379,1979.9579723504735,2187,-98,43,2018,0,True
380,1973.900689975512,3237,-92,35,2016,0,True
381,1982.1734703810778,1350,-85,30,2018,1,True
382,1968.6280722839429,1051,-84,27,2017,0,True
383,1955.9893801243654,4811,-92,22,2017,1,True
384,1981.6414695834508,5044,-96,35,2016,0,True
385,1971.8395054394962,4933,-84,20,2016,0,True
386,1987.2615956208488,2547,-91,31,2016,1,True
387,1971.4335257410519,8039,-91,22,2016,1,False
388,1963.9945825389966,9974,-92,20,2018,1,False
389,1972.843274466598,5950,-89,22,2017,0,False
390,1962.268864603302,3976,-100,22,2017,0,True
391,1995.8211005495589,4164,-100,30,2017,1,True
392,1991.6564542157334,3411,-92,22,2018,1,True
393,1978.668315095975,9326,-84,23,2018,1,False
394,1961.9385570373647,4484,-92,22,2017,0,True
395,1963.386893298739,7784,-92,31,2017,0,False
396,1991.0015378293251,1159,-82,27,2017,1,True
397,1970.231335543189,5989,-89,27,2016,1,True
398,1972.9909751060761,6829,-82,23,2018,1,False
399,1959.0821338237386,1400,-100,20,2018,1,True
400,2001.8223221391497,7732,-92,31,2016,0,False
401,1973.058318126734,6554,-100,31,2018,1,False
402,1983.027394057305,1972,-100,35,2017,0,True
403,1992.3147728192719,9852,-100,27,2018,1,False
404,1971.930952528447,6921,-89,23,2016,1,False
405,1992.0711552936752,8910,-91,35,2016,0,False
406,1979.6021259513843,5998,-100,31,2016,1,True
407,1972.9498916795083,3873,-92,24,2017,0,True
408,1974.8980996073353,9543,-82,24,2018,1,False
409,1985.5039522221725,3665,-85,22,2018,1,True
410,1965.2172513281928,3203,-89,31,2016,1,True
411,1982.8215039341105,6169,-89,31,2017,0,False
412,1973.5707002652089,9577,-89,43,2017,0,False
413,1978.1918677324188,5984,-81,22,2018,0,False
414,1956.8379895501944,1522,-85,30,2017,1,True
415,1974.1460043602222,4747,-96,27,2018,1,True
416,1973.808579143615,7147,-96,43,2018,1,False
417,1988.336291740229,3087,-81,24,2017,1,True
418,1965.6685320416266,1921,-96,23,2018,0,True
419,1986.3703888896391,2112,-92,24,2017,1,True
420,1964.4130811692114,5622,-100,31,2018,1,False
421,1983.6097596155876,9401,-100,24,2018,0,False
422,1968.590058421617,4562,-84,22,2017,0,False
423,1983.458625494475,7268,-96,31,2017,0,False
424,1975.5850483563463,5165,-100,23,2017,1,True
425,1989.2702588549478,8903,-81,42,2016,1,False
426,1992.8601746593026,7576,-81,30,2018,1,False
427,1966.8029815365637,6547,-84,43,2018,0,False
428,1973.200361457194,9310,-92,42,2016,1,False
429,1968.5711092561241,1024,-81,31,2018,0,True
430,1997.3141441274613,6864,-82,20,2017,0,False
431,1978.5604368353083,9866,-85,43,2018,0,False
432,1976.8595895329029,7886,-84,20,2018,1,False
433,1971.4172757197405,8251,-91,35,2018,0,False
434,1986.4918491882927,9415,-89,31,2018,0,False
435,1997.10509184449,9451,-85,24,2017,1,False
436,1969.2156770018378,1398,-82,42,2017,0,True
437,1972.393505803492,7799,-98,43,2016,1,False
438,1980.4771077305793,5878,-81,27,2016,1,False
439,1979.1034348562005,1669,-100,27,2016,0,True
440,1973.9927167368076,2518,-84,43,2016,0,True
441,1987.9306563430068,8244,-100,42,2016,0,False
442,1963.9141787323406,5693,-85,31,2016,1,False
443,1963.4421165416297,8278,-91,31,2018,0,False
444,1988.5100323165573,3752,-81,35,2017,1,True
445,1970.407718261201,7528,-98,42,2017,1,False
446,1951.8691246743722,1002,-100,30,2018,0,True
447,1980.3767877824573,3809,-84,24,2017,0,True
448,1955.776098687521,8624,-82,31,2018,0,True
449,1984.1348333656904,8746,-91,24,2017,0,False
450,1981.817955899859,3490,-92,23,2016,0,True
451,1972.9771556602539,1103,-100,31,2018,0,True
452,1971.90459068176,2460,-84,42,2017,0,True
453,1973.3349403323004,6721,-84,23,2018,1,False
454,1973.504850114477,6185,-81,22,2016,0,False
455,1964.6459753504928,1758,-100,30,2018,1,True
456,1964.996015921299,6183,-100,35,2018,0,False
457,1969.3280312973475,8177,-100,35,2017,0,False
458,1986.3112158128993,9055,-91,23,2018,1,False
459,1962.1059801914253,4383,-96,43,2017,0,True
460,1982.5542388045587,4321,-92,24,2016,0,True
461,1981.0234376000008,5333,-84,20,2018,1,True
462,1983.4852886828828,5871,-96,43,2017,1,False
463,1975.360716273282,5602,-82,23,2017,1,False
464,1984.6950306593956,6124,-100,43,2018,0,False
465,1971.3171240210265,6080,-82,35,2017,0,False
466,1980.0263185512697,7943,-84,20,2016,0,False
467,1984.25548004265,4739,-100,23,2016,0,False
468,1969.733024902869,9434,-100,23,2017,1,False
469,1971.5585536526185,7027,-92,22,2016,0,False
470,1977.4855076995073,9422,-96,24,2018,1,False
471,1965.0552523404986,8772,-91,22,2018,0,False
472,1960.9732094550434,7227,-89,27,2017,1,False
473,1967.8866820953135,8160,-84,24,2016,0,False
474,1981.0111317083463,3119,-96,23,2018,1,True
475,1962.932832877036,1451,-91,23,2018,1,True
476,1989.0373252144832,8987,-89,31,2018,0,False
477,1983.9160617659463,1868,-89,31,2017,1,True
478,1982.1425086463646,5253,-81,20,2018,0,True
479,2000.931026860986,2311,-85,43,2018,0,True
480,1953.8518940262363,6754,-85,24,2017,0,True
481,1975.3599131304384,3783,-82,22,2016,1,True
482,1968.0773560933735,7014,-92,24,2017,1,False
483,1968.56150405029,9209,-82,35,2018,1,False
484,1979.905212260138,7871,-81,24,2016,1,False
485,1976.3328372284586,2240,-89,23,2018,0,True
486,1977.8791551048805,8489,-91,43,2016,0,False
487,1968.0015094661314,5154,-81,31,2017,0,False
488,1962.3610999908587,2369,-98,20,2018,0,True
489,1993.0387830091113,1181,-82,35,2018,0,True
490,1977.0540264296574,9162,-96,22,2018,1,False
491,1989.0618844626,1727,-98,24,2018,0,True
492,1985.7223986732383,6449,-96,31,2016,0,False
493,1962.2044320083414,1686,-85,24,2018,1,True
494,1973.9641153355933,5127,-100,20,2017,1,True
495,1977.8482435521373,3787,-91,24,2018,0,False
496,1988.3717734285133,7143,-91,30,2017,1,False
497,1982.5130731164782,4744,-92,23,2018,1,True
498,1978.3581245931875,1952,-98,20,2017,0,True
499,1989.2087541254014,7212,-82,42,2017,1,False
500,1976.6862229710437,9955,-84,42,2016,0,False
501,1977.8998956595697,6942,-92,30,2016,0,False
502,1983.9236014442138,1596,-82,22,2017,0,True
503,1974.6885607458266,1903,-84,23,2017,1,True
504,1984.6974953030503,9635,-98,24,2018,1,False
505,1963.7912791120175,3179,-92,20,2016,1,True
506,1988.0375605090337,7819,-89,23,2016,1,False
507,1966.3221610323092,4481,-84,27,2017,0,False
508,1988.8468407274224,6389,-82,22,2017,1,False
509,1977.9758985216477,3376,-84,30,2017,1,True
510,1969.1385886315804,4812,-89,30,2017,0,False
511,1981.981837760033,8410,-81,27,2018,1,False
512,1993.6565247149374,5306,-92,27,2017,1,True
513,1970.555465830305,9268,-92,42,2017,0,False
514,1956.2770047913637,4064,-96,20,2016,0,True
515,1970.5648623827474,4037,-96,30,2016,0,True
516,1967.5355904871749,7822,-89,43,2018,1,False
517,1986.6289607967788,7700,-85,22,2017,1,False
518,1972.6063850110831,3910,-91,27,2016,1,True
519,1981.3177643746587,3633,-98,35,2018,0,True
520,1981.244913502387,4848,-92,24,2018,1,True
521,1976.3814451763644,5255,-82,22,2018,1,True
522,1965.0731305992174,3102,-91,35,2017,1,True
523,1958.752194546733,4176,-85,30,2017,1,True
524,1986.7064850292918,2567,-100,30,2018,0,True
525,1969.4683963445416,6230,-98,27,2017,1,False
526,1954.0399071078916,8259,-98,42,2016,1,True
527,1961.4871938785484,7060,-91,27,2016,0,False
528,1967.4559710007798,9435,-98,27,2017,0,False
529,1974.4906390873691,7083,-81,35,2017,0,False
530,1980.5527225950566,2689,-85,43,2018,1,True
531,1962.217336773396,5016,-89,22,2017,0,True
532,1979.1223898192522,2048,-85,42,2016,0,True
533,1967.0002590247045,1610,-81,30,2016,1,True
534,1977.3658638126622,6004,-84,27,2017,1,False
535,1966.7999679483694,9256,-92,24,2016,1,False
536,1975.565721118494,2675,-92,35,2018,1,True
537,1975.9602219631388,9782,-85,42,2017,1,False
538,1974.4700376214948,5875,-84,20,2017,0,False
539,1970.0110421647926,3554,-96,27,2018,0,True
540,1967.4814582777403,5129,-100,23,2016,0,False
